1.812804304063320160e-02,-1.369004510343074799e-02,1.447901427745819092e-01,-3.788397908210754395e-01,1.819227635860443115e-01,-6.902151554822921753e-02,2.662102282047271729e-01,-7.489675283432006836e-02,1.609387248754501343e-01,-1.557017415761947632e-01,-5.732721649110317230e-03,-1.011566668748855591e-01,2.357369065284729004e-01,2.742150612175464630e-02,2.335288822650909424e-01,2.121650427579879761e-02,-1.965074390172958374e-01,-9.497182071208953857e-02,-1.216185018420219421e-01,1.034343913197517395e-01,-2.341189980506896973e-01,-2.976628206670284271e-02,4.821273311972618103e-02,1.771176010370254517e-01,-1.054546907544136047e-01
-5.500609874725341797e-01,-1.334377229213714600e-01,-2.248960137367248535e-01,3.355293273925781250e-01,-2.919716238975524902e-01,1.307419240474700928e-01,-4.451882243156433105e-01,3.606533408164978027e-01,1.862030774354934692e-01,8.191346377134323120e-02,3.780208528041839600e-02,4.372320324182510376e-02,8.539129793643951416e-02,4.715183079242706299e-01,-1.911866962909698486e-01,4.393699467182159424e-01,2.741269171237945557e-01,-2.295984029769897461e-01,-4.161298274993896484e-01,6.087364628911018372e-02,3.703339993953704834e-01,-3.470126539468765259e-02,-4.224621057510375977e-01,8.115614205598831177e-02,-2.457816600799560547e-01
4.228261299431324005e-03,-1.449308097362518311e-01,-5.697851255536079407e-02,-1.096363291144371033e-01,-1.435113102197647095e-01,-9.563149511814117432e-02,1.780108362436294556e-02,1.074070408940315247e-01,-4.288130905479192734e-03,-6.628344208002090454e-02,1.205789670348167419e-01,3.050401434302330017e-02,-2.499895729124546051e-02,-6.561489403247833252e-02,6.128391996026039124e-02,-4.891882091760635376e-02,1.008487865328788757e-01,-6.488832086324691772e-02,-5.768099799752235413e-02,-1.001398637890815735e-01,-5.085002630949020386e-02,-1.068806834518909454e-02,9.983362257480621338e-02,6.403392553329467773e-02,1.215282827615737915e-01
2.659569866955280304e-02,1.169798001646995544e-01,1.167671233415603638e-01,-4.891177639365196228e-02,-9.223730117082595825e-02,2.297231741249561310e-02,-3.766629844903945923e-02,4.065228998661041260e-02,-1.145074218511581421e-01,7.233753800392150879e-02,-1.289542913436889648e-01,-1.180297434329986572e-01,4.784191772341728210e-02,3.358120564371347427e-03,-5.770187824964523315e-02,-9.919175878167152405e-03,-1.024254187941551208e-01,7.279012352228164673e-02,7.634721696376800537e-02,-3.490567207336425781e-02,2.343010343611240387e-02,-5.245340615510940552e-02,6.624635308980941772e-02,2.590959146618843079e-02,-1.162138804793357849e-01
-1.250297576189041138e-01,9.331358224153518677e-02,5.182220041751861572e-02,2.099955528974533081e-01,-1.921358853578567505e-01,9.907370060682296753e-02,-2.747859358787536621e-01,-2.762430608272552490e-01,-2.224990725517272949e-01,-6.424710899591445923e-02,-1.907936036586761475e-01,7.039181143045425415e-02,1.065139099955558777e-01,-1.114711165428161621e-01,-8.982325345277786255e-02,7.600741088390350342e-02,2.343064546585083008e-01,6.632445007562637329e-02,2.362804859876632690e-02,-2.755179703235626221e-01,2.489759176969528198e-01,-8.346658945083618164e-02,-3.437578305602073669e-02,2.229186892509460449e-01,1.522026360034942627e-01
1.157497614622116089e-01,-6.001887917518615723e-01,2.150142937898635864e-01,1.799715459346771240e-01,-5.025565624237060547e-01,-6.912995129823684692e-02,-7.471383363008499146e-02,-9.557270258665084839e-02,1.924934089183807373e-01,6.685175001621246338e-02,3.302250206470489502e-01,3.588465154170989990e-01,1.325711160898208618e-01,-1.786132901906967163e-01,2.378086596727371216e-01,1.438758224248886108e-01,3.296031951904296875e-01,-1.234394386410713196e-01,-8.805801719427108765e-02,8.669150620698928833e-02,-3.143640458583831787e-01,-2.039219588041305542e-01,-6.053636670112609863e-01,4.158463776111602783e-01,-1.625357940793037415e-02
1.220355927944183350e-02,1.941870525479316711e-02,2.720580436289310455e-02,1.213509738445281982e-01,-9.157663583755493164e-02,-7.187962532043457031e-02,1.183309555053710938e-01,3.583712130784988403e-02,-2.873869240283966064e-02,2.511093765497207642e-02,8.190234750509262085e-02,1.223061308264732361e-01,-8.248250186443328857e-02,-8.077783137559890747e-02,3.440684080123901367e-02,-8.133633434772491455e-02,-1.025488153100013733e-01,-5.525904521346092224e-02,-8.681473135948181152e-02,-2.259224653244018555e-03,1.337815076112747192e-01,1.876388117671012878e-02,1.092996746301651001e-01,1.111166924238204956e-01,-5.222488194704055786e-03
1.237454637885093689e-01,-1.177967786788940430e-01,-1.705239713191986084e-01,-5.731014069169759750e-03,-2.551581263542175293e-01,1.462198942899703979e-01,-3.286973536014556885e-01,-2.673546671867370605e-01,2.205317616462707520e-01,-1.409981846809387207e-01,2.241451591253280640e-01,1.415100693702697754e-01,3.143534436821937561e-02,-1.197691261768341064e-01,-1.365174204111099243e-01,2.549926936626434326e-01,-6.875935941934585571e-02,2.577108740806579590e-01,-6.721071153879165649e-02,1.004959568381309509e-01,-1.000995934009552002e-01,8.478372544050216675e-02,-1.190554872155189514e-01,1.893489807844161987e-01,8.785908669233322144e-02
2.092486619949340820e-02,5.431874841451644897e-02,7.556048780679702759e-02,-9.464651346206665039e-03,-7.263786345720291138e-02,1.021256819367408752e-01,-6.824707984924316406e-02,-1.529426593333482742e-02,-8.484841138124465942e-02,5.030175298452377319e-02,-5.628803372383117676e-02,1.152673549950122833e-02,-1.068686917424201965e-01,-8.795949816703796387e-02,-7.742245495319366455e-02,-9.833227097988128662e-02,-6.970904022455215454e-02,5.003587529063224792e-02,7.481960952281951904e-02,-1.194271147251129150e-01,1.758128963410854340e-02,8.305416256189346313e-02,5.357350781559944153e-02,7.058627158403396606e-02,8.233207464218139648e-02
-4.221661388874053955e-02,-1.072555109858512878e-01,1.257014572620391846e-01,9.001492708921432495e-02,-9.302146732807159424e-02,-1.192175000905990601e-01,1.815247721970081329e-02,5.527062714099884033e-02,-8.200593292713165283e-02,5.118948593735694885e-02,7.035903632640838623e-02,1.234892159700393677e-01,-7.840115576982498169e-03,5.834865197539329529e-02,-1.753294467926025391e-02,1.639827527105808258e-02,-1.017106696963310242e-01,3.776809200644493103e-02,6.253859400749206543e-02,-9.710595011711120605e-02,1.094740107655525208e-01,-1.105595976114273071e-01,1.080052927136421204e-01,-1.046818494796752930e-01,2.691918751224875450e-03
-1.306161284446716309e-01,-5.074667930603027344e-02,5.678536742925643921e-02,-9.035837650299072266e-02,-5.785138159990310669e-02,5.806699767708778381e-02,-5.244392156600952148e-02,-1.265300512313842773e-01,-1.016226708889007568e-01,-1.265851110219955444e-01,8.328731358051300049e-02,5.066094174981117249e-02,6.587125360965728760e-03,5.814523249864578247e-02,-5.196212604641914368e-02,-1.106002256274223328e-01,3.892596112564206123e-03,1.354881972074508667e-01,-1.110591962933540344e-01,9.921323508024215698e-02,-1.323478072881698608e-01,-1.190678551793098450e-01,-9.284500032663345337e-02,-8.198411017656326294e-02,5.434381589293479919e-02
5.732151865959167480e-02,3.992726653814315796e-02,-1.043602228164672852e-01,1.356322765350341797e-01,2.081107348203659058e-02,-1.691767275333404541e-01,-2.172620743513107300e-01,-1.526203155517578125e-01,1.747841984033584595e-01,-1.343884766101837158e-01,-3.556515648961067200e-02,-3.216002583503723145e-01,1.307207643985748291e-01,1.747221797704696655e-01,2.490077167749404907e-01,-8.228230476379394531e-02,2.535611689090728760e-01,-1.933493912220001221e-01,1.265104413032531738e-01,-2.373076528310775757e-01,-8.283890038728713989e-02,9.398841112852096558e-02,2.140053361654281616e-01,-3.123030066490173340e-02,6.281329784542322159e-03
3.386598825454711914e-02,-1.100837960839271545e-01,-1.023413166403770447e-01,-1.300047487020492554e-01,-5.124100670218467712e-02,-1.183269694447517395e-01,-2.097121672704815865e-03,-7.072079926729202271e-02,2.407335676252841949e-02,-7.821440696716308594e-02,8.178856968879699707e-02,5.338006839156150818e-02,-6.063041463494300842e-02,-2.588116377592086792e-02,1.215469166636466980e-01,6.860891729593276978e-02,8.930768817663192749e-02,6.664910167455673218e-02,2.274727635085582733e-02,-7.703810930252075195e-02,-1.304510235786437988e-01,-1.198946014046669006e-01,1.232561394572257996e-01,-1.036559510976076126e-02,-2.842559292912483215e-02
1.552355587482452393e-01,1.923326104879379272e-01,-1.437695324420928955e-01,-1.932535320520401001e-01,1.854252964258193970e-01,-1.823736354708671570e-02,-2.201445400714874268e-01,-3.107308968901634216e-02,1.160685420036315918e-01,2.662022598087787628e-02,-7.826329767704010010e-02,-7.978883385658264160e-02,1.091238111257553101e-01,1.526106894016265869e-01,-2.279131114482879639e-01,4.426746070384979248e-02,1.106502190232276917e-01,2.209980934858322144e-01,4.541638866066932678e-02,-2.583039104938507080e-01,-1.048232242465019226e-01,-1.093239113688468933e-01,-1.801167279481887817e-01,8.204836398363113403e-02,-1.919456720352172852e-01
1.208134517073631287e-01,-3.563415259122848511e-03,2.599147846922278404e-03,-9.173767268657684326e-02,-5.023772642016410828e-02,1.784931309521198273e-02,-7.299771159887313843e-02,4.902755469083786011e-02,2.437628805637359619e-02,1.062422692775726318e-01,-2.409311011433601379e-02,-2.957266382873058319e-02,2.823824062943458557e-02,-6.056949123740196228e-02,7.818082720041275024e-02,-1.208085268735885620e-01,1.632935740053653717e-02,4.575083777308464050e-02,-9.482659399509429932e-02,3.902338072657585144e-02,-1.177340149879455566e-01,-9.746678173542022705e-02,9.137132018804550171e-02,9.441627562046051025e-02,8.046656101942062378e-02
